0.994014,0,0.99016,0,1.10851,0
0.993968,0,0.983239,0,1.28391,0
0.993912,0,0.971904,0,1.49232,0
0.993856,0,0.955555,0,1.73007,0
0.993804,0,0.933613,0,1.99776,0
0.993765,0,0.905622,0,2.29541,0
0.993749,0,0.871366,0,2.6224,0
0.993767,0,0.831008,0,2.97627,0
0.99383,0,0.785252,0,3.35157,0
0.993944,0,0.735483,0,3.73944,0
0.994108,0,0.68384,0,4.12759,0
0.994306,0,0.633153,0,4.50047,0
0.994511,0,0.586696,0,4.84054,0
0.994683,0,0.547748,0,5.13079,0
0.994789,0,0.519038,0,5.35721,0
0.994804,0,0.502225,0,5.51172,0
0.994728,0,0.49757,0,5.59355,0
0.994581,0,0.503926,0,5.60813,0
0.994392,0,0.519017,0,5.56748,0
0.994196,0,0.539895,0,5.4868,0
0.994018,0,0.56343,0,5.38399,0
0.993876,0,0.586732,0,5.27337,0
0.993779,0,0.607439,0,5.16876,0
0.993728,0,0.623869,0,5.07911,0
0.993721,0,0.635084,0,5.011,0
0.993759,0,0.640876,0,4.96571,0
0.993832,0,0.641718,0,4.94122,0
0.993924,0,0.638628,0,4.93294,0
0.994025,0,0.632989,0,4.93438,0
0.994111,0,0.626286,0,4.94102,0
0.994198,0,0.619951,0,4.95261,0
0.994239,0,0.61514,0,4.96094,0
0.994249,0,0.612515,0,4.9617,0
0.994235,0,0.612221,0,4.95479,0
0.994199,0,0.614019,0,4.94267,0
0.99415,0,0.617384,0,4.92406,0
0.994106,0,0.621612,0,4.90194,0
0.994073,0,0.626016,0,4.87842,0
0.994051,0,0.630057,0,4.85412,0
0.994045,0,0.633399,0,4.8316,0
0.994051,0,0.63592,0,4.8104,0
0.994059,0,0.637691,0,4.79107,0
0.994077,0,0.6389,0,4.7738,0
0.994099,0,0.639822,0,4.75606,0
0.994114,0,0.640764,0,4.73628,0
0.994123,0,0.641976,0,4.71406,0
0.994128,0,0.643619,0,4.68842,0
0.994132,0,0.645759,0,4.66135,0
0.994136,0,0.64842,0,4.63528,0
0.994128,0,0.651577,0,4.61065,0
0.99412,0,0.655129,0,4.58533,0
0.994106,0,0.658928,0,4.56042,0
0.994092,0,0.66279,0,4.53656,0
0.99407,0,0.666457,0,4.51343,0
0.994055,0,0.669651,0,4.49285,0
0.994052,0,0.67216,0,4.47409,0
0.994047,0,0.673873,0,4.45835,0
0.994048,0,0.674763,0,4.44442,0
0.994052,0,0.674864,0,4.43558,0
0.994058,0,0.674264,0,4.43037,0
0.994063,0,0.673092,0,4.42983,0
0.994072,0,0.671483,0,4.4335,0
0.994082,0,0.669617,0,4.44102,0
0.994089,0,0.667703,0,4.45072,0
0.994085,0,0.665894,0,4.46304,0
0.994085,0,0.66428,0,4.47758,0
0.994067,0,0.662875,0,4.49124,0
0.994055,0,0.661564,0,4.50539,0
0.994035,0,0.660152,0,4.51922,0
0.994021,0,0.658447,0,4.53271,0
0.994018,0,0.656307,0,4.54704,0
0.994009,0,0.653666,0,4.56388,0
0.994006,0,0.650501,0,4.5817,0
0.994008,0,0.64682,0,4.60131,0
0.994017,0,0.642708,0,4.622,0
0.994036,0,0.638357,0,4.64111,0
0.994061,0,0.634106,0,4.65692,0
0.9941,0,0.630447,0,4.67046,0
0.994145,0,0.627984,0,4.67697,0
0.994175,0,0.627353,0,4.67514,0
0.994186,0,0.629037,0,4.66162,0
0.994166,0,0.633143,0,4.63509,0
0.994114,0,0.639322,0,4.60158,0
0.99405,0,0.646816,0,4.56295,0
0.993983,0,0.654608,0,4.52321,0
0.993938,0,0.661684,0,4.48956,0
0.993913,0,0.667264,0,4.46431,0
0.993906,0,0.670889,0,4.45022,0
0.99392,0,0.672422,0,4.44486,0
0.993935,0,0.672006,0,4.44935,0
0.99396,0,0.66995,0,4.46245,0
0.993979,0,0.666596,0,4.48189,0
0.994002,0,0.662294,0,4.50388,0
0.994006,0,0.657325,0,4.53115,0
0.994024,0,0.651937,0,4.56137,0
0.994045,0,0.646465,0,4.59315,0
0.994074,0,0.641322,0,4.62309,0
0.994114,0,0.637054,0,4.64722,0
0.994129,0,0.63425,0,4.66596,0
0.994116,0,0.633222,0,4.67442,0
0.994083,0,0.633834,0,4.67448,0
0.99404,0,0.635604,0,4.66783,0
0.994005,0,0.637906,0,4.66021,0
0.993982,0,0.640179,0,4.65163,0
0.993975,0,0.642061,0,4.64326,0
0.993967,0,0.643319,0,4.63955,0
0.993951,0,0.643756,0,4.63898,0
0.993947,0,0.643172,0,4.6431,0
0.993961,0,0.641493,0,4.65165,0
0.99399,0,0.638891,0,4.66444,0
0.994029,0,0.635762,0,4.67974,0
0.994063,0,0.632614,0,4.69586,0
0.994089,0,0.629968,0,4.71111,0
0.994102,0,0.628206,0,4.71998,0
0.994099,0,0.627486,0,4.72413,0
0.994086,0,0.627776,0,4.72434,0
