Energy	Energy^2	Magnetization	Magnetization^2
-12		144		0		0		
-104		10816		-80		6400		
-128		16384		-78		6084		
-128		16384		-76		5776		
-124		15376		-56		3136		
-136		18496		-66		4356		
-168		28224		-78		6084		
-100		10000		-52		2704		
-136		18496		-68		4624		
-176		30976		-82		6724		
