E,F_E,F_symm
0
3.6414e-290
1.46356e-289
3.31941e-289
5.96738e-289
9.45839e-289
1.38596e-288
1.92556e-288
2.57502e-288
3.34683e-288
4.25583e-288
5.31951e-288
6.55832e-288
7.99608e-288
9.66045e-288
1.15834e-287
1.3802e-287
1.63588e-287
1.93031e-287
2.26914e-287
2.6589e-287
3.10707e-287
3.62228e-287
4.21443e-287
4.89492e-287
5.67683e-287
6.57519e-287
7.60729e-287
8.79297e-287
1.0155e-286
1.17197e-286
1.3517e-286
1.55815e-286
1.7953e-286
2.06771e-286
2.3806e-286
2.74001e-286
3.15284e-286
3.62704e-286
4.17171e-286
4.79734e-286
5.51596e-286
6.34139e-286
7.28951e-286
8.37854e-286
9.62942e-286
1.10662e-285
1.27166e-285
1.46122e-285
1.67896e-285
1.92906e-285
2.21633e-285
2.5463e-285
2.92531e-285
3.36066e-285
3.8607e-285
4.43507e-285
5.0948e-285
5.85258e-285
6.723e-285
7.72277e-285
8.87115e-285
1.01902e-284
1.17053e-284
1.34456e-284
1.54445e-284
1.77405e-284
2.03778e-284
2.34071e-284
2.68865e-284
3.08832e-284
3.54738e-284
4.07467e-284
4.68033e-284
5.37601e-284
6.17508e-284
7.09292e-284
8.14717e-284
9.35811e-284
1.0749e-283
1.23467e-283
1.41818e-283
1.62896e-283
1.87108e-283
2.14917e-283
2.4686e-283
2.83551e-283
3.25695e-283
3.74102e-283
4.29704e-283
4.9357e-283
5.66928e-283
6.5119e-283
7.47974e-283
8.59144e-283
9.86836e-283
1.13351e-282
1.30198e-282
1.49548e-282
1.71775e-282
1.97306e-282
2.26631e-282
2.60314e-282
2.99004e-282
3.43444e-282
3.94489e-282
4.5312e-282
5.20466e-282
5.97821e-282
6.86674e-282
7.88732e-282
9.05958e-282
1.04061e-281
1.19527e-281
1.37292e-281
1.57697e-281
1.81135e-281
2.08057e-281
2.38979e-281
2.74498e-281
3.15296e-281
3.62157e-281
4.15983e-281
4.77809e-281
5.48825e-281
6.30395e-281
7.24088e-281
8.31707e-281
9.5532e-281
1.09731e-280
1.2604e-280
1.44772e-280
1.66289e-280
1.91004e-280
2.19393e-280
2.52e-280
2.89454e-280
3.32475e-280
3.8189e-280
4.38648e-280
5.03843e-280
5.78728e-280
6.64742e-280
7.6354e-280
8.77023e-280
1.00737e-279
1.15709e-279
1.32907e-279
1.5266e-279
1.7535e-279
2.01411e-279
2.31347e-279
2.65731e-279
3.05225e-279
3.5059e-279
4.02697e-279
4.62549e-279
5.31296e-279
6.1026e-279
7.00961e-279
8.05143e-279
9.24808e-279
1.06226e-278
1.22014e-278
1.40148e-278
1.60978e-278
1.84904e-278
2.12385e-278
2.43952e-278
2.80209e-278
3.21856e-278
3.69692e-278
4.24638e-278
4.87751e-278
5.60244e-278
6.43511e-278
7.39153e-278
8.49011e-278
9.75197e-278
1.12014e-277
1.28662e-277
1.47785e-277
1.69749e-277
1.94978e-277
2.23957e-277
2.57243e-277
2.95477e-277
3.39392e-277
3.89835e-277
4.47775e-277
5.14326e-277
5.90769e-277
6.78573e-277
7.79427e-277
8.9527e-277
1.02833e-276
1.18117e-276
1.35672e-276
1.55837e-276
1.78998e-276
2.05602e-276
2.3616e-276
2.7126e-276
3.11576e-276
3.57884e-276
4.11076e-276
4.72172e-276
5.4235e-276
6.22957e-276
7.15545e-276
8.21894e-276
9.4405e-276
1.08436e-275
1.24553e-275
1.43064e-275
1.64328e-275
1.88751e-275
2.16804e-275
2.49027e-275
2.86039e-275
3.28552e-275
3.77384e-275
4.33473e-275
4.97899e-275
5.719e-275
6.569e-275
7.54532e-275
8.66676e-275
9.95487e-275
1.14344e-274
1.31339e-274
1.50859e-274
1.73281e-274
1.99035e-274
2.28617e-274
2.62596e-274
3.01624e-274
3.46454e-274
3.97946e-274
4.57091e-274
5.25027e-274
6.0306e-274
6.92691e-274
7.95644e-274
9.13897e-274
1.04973e-273
1.20574e-273
1.38495e-273
1.59079e-273
1.82722e-273
2.0988e-273
2.41074e-273
2.76903e-273
3.18059e-273
3.65331e-273
4.19628e-273
4.81996e-273
5.53634e-273
6.35919e-273
7.30433e-273
8.38995e-273
9.63692e-273
1.10692e-272
1.27144e-272
1.46041e-272
1.67747e-272
1.92678e-272
2.21315e-272
2.54209e-272
2.91991e-272
3.35388e-272
3.85236e-272
4.42492e-272
5.08258e-272
5.83799e-272
6.70567e-272
7.70231e-272
8.84708e-272
1.0162e-271
1.16723e-271
1.34072e-271
1.53998e-271
1.76886e-271
2.03176e-271
2.33374e-271
2.68059e-271
3.079e-271
3.53662e-271
4.06226e-271
4.66602e-271
5.35951e-271
6.15608e-271
7.07103e-271
8.12198e-271
9.32912e-271
1.07157e-270
1.23083e-270
1.41377e-270
1.62389e-270
1.86524e-270
2.14247e-270
2.46089e-270
2.82665e-270
3.24676e-270
3.72932e-270
4.28359e-270
4.92025e-270
5.65153e-270
6.4915e-270
7.45631e-270
8.56451e-270
9.83742e-270
1.12995e-269
1.29789e-269
1.4908e-269
1.71237e-269
1.96687e-269
2.2592e-269
2.59498e-269
2.98066e-269
3.42366e-269
3.93251e-269
4.51699e-269
5.18833e-269
5.95946e-269
6.84519e-269
7.86257e-269
9.03115e-269
1.03734e-268
1.19152e-268
1.36861e-268
1.57202e-268
1.80567e-268
2.07404e-268
2.38229e-268
2.73637e-268
3.14306e-268
3.61021e-268
4.14678e-268
4.7631e-268
5.47102e-268
6.28416e-268
7.21816e-268
8.29097e-268
9.52322e-268
1.09386e-267
1.25644e-267
1.44318e-267
1.65768e-267
1.90405e-267
2.18704e-267
2.51209e-267
2.88546e-267
3.31431e-267
3.80691e-267
4.37272e-267
5.02262e-267
5.76912e-267
6.62656e-267
7.61144e-267
8.7427e-267
1.00421e-266
1.15346e-266
1.3249e-266
1.52181e-266
1.74799e-266
2.00779e-266
2.3062e-266
2.64897e-266
3.04268e-266
3.4949e-266
4.01433e-266
4.61097e-266
5.29628e-266
6.08345e-266
6.98761e-266
8.02616e-266
9.21906e-266
1.05893e-265
1.21631e-265
1.39709e-265
1.60473e-265
1.84324e-265
2.11719e-265
2.43186e-265
2.7933e-265
3.20846e-265
3.68532e-265
4.23306e-265
4.8622e-265
5.58485e-265
6.41491e-265
7.36834e-265
8.46347e-265
9.72136e-265
1.11662e-264
1.28258e-264
1.47321e-264
1.69216e-264
1.94367e-264
2.23255e-264
2.56436e-264
2.94549e-264
3.38327e-264
3.88612e-264
4.4637e-264
5.12712e-264
5.88915e-264
6.76443e-264
7.76981e-264
8.92461e-264
1.0251e-263
1.17746e-263
1.35246e-263
1.55348e-263
1.78436e-263
2.04957e-263
2.35419e-263
2.70408e-263
3.10598e-263
3.56761e-263
4.09785e-263
4.70691e-263
5.40648e-263
6.21002e-263
7.133e-263
8.19315e-263
9.41087e-263
1.08096e-262
1.24162e-262
1.42615e-262
1.63812e-262
1.88159e-262
2.16124e-262
2.48246e-262
2.85142e-262
3.27521e-262
3.762e-262
4.32113e-262
4.96336e-262
5.70105e-262
6.54838e-262
7.52164e-262
8.63956e-262
9.92363e-262
1.13985e-261
1.30927e-261
1.50386e-261
1.72737e-261
1.98411e-261
2.279e-261
2.61772e-261
3.00678e-261
3.45367e-261
3.96697e-261
4.55657e-261
5.2338e-261
6.01168e-261
6.90517e-261
7.93147e-261
9.11029e-261
1.04643e-260
1.20196e-260
1.3806e-260
1.5858e-260
1.82149e-260
2.09221e-260
2.40317e-260
2.76034e-260
3.1706e-260
3.64184e-260
4.18312e-260
4.80484e-260
5.51896e-260
6.33923e-260
7.28141e-260
8.36362e-260
9.60667e-260
1.10345e-259
1.26745e-259
1.45583e-259
1.6722e-259
1.92073e-259
2.20621e-259
2.53411e-259
2.91074e-259
3.34336e-259
3.84027e-259
4.41104e-259
5.06663e-259
5.81967e-259
6.68463e-259
7.67814e-259
8.81932e-259
1.01301e-258
1.16357e-258
1.33651e-258
1.53515e-258
1.76331e-258
2.02539e-258
2.32641e-258
2.67218e-258
3.06934e-258
3.52552e-258
4.04951e-258
4.65137e-258
5.34269e-258
6.13676e-258
7.04884e-258
8.09649e-258
9.29984e-258
1.0682e-257
1.22697e-257
1.40933e-257
1.61879e-257
1.85939e-257
2.13574e-257
2.45317e-257
2.81778e-257
3.23657e-257
3.71761e-257
4.27015e-257
4.90481e-257
5.63379e-257
6.47112e-257
7.4329e-257
8.53763e-257
9.80655e-257
1.12641e-256
1.29382e-256
1.48612e-256
1.70699e-256
1.9607e-256
2.25211e-256
2.58683e-256
2.9713e-256
3.41292e-256
3.92017e-256
4.50281e-256
5.17205e-256
5.94075e-256
6.82371e-256
7.83789e-256
9.00281e-256
1.03409e-255
1.18778e-255
1.36432e-255
1.56709e-255
1.8e-255
2.06753e-255
2.37482e-255
2.72778e-255
3.1332e-255
3.59888e-255
4.13376e-255
4.74815e-255
5.45385e-255
6.26444e-255
7.1955e-255
8.26495e-255
9.49334e-255
1.09043e-254
1.2525e-254
1.43865e-254
1.65247e-254
1.89807e-254
2.18018e-254
2.50421e-254
2.8764e-254
3.30391e-254
3.79496e-254
4.35899e-254
5.00686e-254
5.75101e-254
6.60576e-254
7.58755e-254
8.71527e-254
1.00106e-253
1.14984e-253
1.32074e-253
1.51704e-253
1.74251e-253
2.00149e-253
2.29897e-253
2.64065e-253
3.03313e-253
3.48393e-253
4.00173e-253
4.5965e-253
5.27966e-253
6.06436e-253
6.96568e-253
8.00097e-253
9.19012e-253
1.0556e-252
1.21249e-252
1.3927e-252
1.59969e-252
1.83745e-252
2.11054e-252
2.42423e-252
2.78453e-252
3.19839e-252
3.67375e-252
4.21977e-252
4.84694e-252
5.56733e-252
6.39478e-252
7.34521e-252
8.43691e-252
9.69086e-252
1.11312e-251
1.27856e-251
1.46858e-251
1.68685e-251
1.93757e-251
2.22554e-251
2.55631e-251
2.93625e-251
3.37265e-251
3.87392e-251
4.44969e-251
5.11103e-251
5.87067e-251
6.7432e-251
7.74542e-251
8.8966e-251
1.02189e-250
1.17377e-250
1.34822e-250
1.5486e-250
1.77876e-250
2.04314e-250
2.3468e-250
2.6956e-250
3.09623e-250
3.55642e-250
4.08499e-250
4.69213e-250
5.38951e-250
6.19053e-250
7.11061e-250
8.16744e-250
9.38134e-250
1.07757e-249
1.23772e-249
1.42168e-249
1.63298e-249
1.87568e-249
2.15446e-249
2.47467e-249
2.84247e-249
3.26493e-249
3.75019e-249
4.30757e-249
4.94779e-249
5.68316e-249
6.52783e-249
7.49804e-249
8.61245e-249
9.89248e-249
1.13628e-248
1.30516e-248
1.49914e-248
1.72195e-248
1.97788e-248
2.27184e-248
2.6095e-248
2.99734e-248
3.44283e-248
3.95452e-248
4.54227e-248
5.21737e-248
5.99281e-248
6.8835e-248
7.90657e-248
9.0817e-248
1.04315e-247
1.19819e-247
1.37627e-247
1.58082e-247
1.81577e-247
2.08565e-247
2.39563e-247
2.75168e-247
3.16065e-247
3.63041e-247
4.16999e-247
4.78976e-247
5.50164e-247
6.31933e-247
7.25856e-247
8.33737e-247
9.57652e-247
1.09999e-246
1.26347e-246
1.45126e-246
1.66695e-246
1.91471e-246
2.19928e-246
2.52615e-246
2.90161e-246
3.33286e-246
3.82822e-246
4.39719e-246
5.05073e-246
5.8014e-246
6.66365e-246
7.65404e-246
8.79164e-246
1.00983e-245
1.15992e-245
1.33231e-245
1.53033e-245
1.75778e-245
2.01903e-245
2.31911e-245
2.66379e-245
3.0597e-245
3.51446e-245
4.0368e-245
4.63678e-245
5.32592e-245
6.1175e-245
7.02672e-245
8.07108e-245
9.27066e-245
1.06485e-244
1.22312e-244
1.40491e-244
1.61371e-244
1.85355e-244
2.12904e-244
2.44547e-244
2.80893e-244
3.22642e-244
3.70595e-244
4.25675e-244
4.88941e-244
5.61611e-244
6.45081e-244
7.40958e-244
8.51084e-244
9.77577e-244
1.12287e-243
1.28976e-243
1.48145e-243
1.70164e-243
1.95454e-243
2.24504e-243
2.57871e-243
2.96198e-243
3.40221e-243
3.90787e-243
4.48868e-243
5.15582e-243
5.92211e-243
6.80229e-243
7.81329e-243
8.97456e-243
1.03084e-242
1.18405e-242
1.36003e-242
1.56217e-242
1.79435e-242
2.06104e-242
2.36736e-242
2.71922e-242
3.12337e-242
3.58758e-242
4.12079e-242
4.73325e-242
5.43674e-242
6.24478e-242
7.17292e-242
8.23901e-242
9.46354e-242
1.08701e-241
1.24857e-241
1.43414e-241
1.64729e-241
1.89212e-241
2.17334e-241
2.49635e-241
2.86738e-241
3.29354e-241
3.78305e-241
4.34531e-241
4.99114e-241
5.73296e-241
6.58503e-241
7.56374e-241
8.68792e-241
9.97917e-241
1.14623e-240
1.31659e-240
1.51228e-240
1.73704e-240
1.99521e-240
2.29175e-240
2.63237e-240
3.02361e-240
3.473e-240
3.98918e-240
4.58207e-240
5.26309e-240
6.04533e-240
6.94382e-240
7.97586e-240
9.16128e-240
1.05229e-239
1.20869e-239
1.38833e-239
1.59467e-239
1.83168e-239
2.10392e-239
2.41662e-239
2.77579e-239
3.18835e-239
3.66222e-239
4.20653e-239
4.83173e-239
5.54985e-239
6.37471e-239
