0,-100,0,0
0,-99.98,8.4083e-06,0.00289971
0,-99.96,3.24824e-05,0.00569934
0,-99.94,6.89282e-05,0.0083023
0,-99.92,0.00011276,0.0106189
0,-99.9,0.000157984,0.0125691
0,-99.88,0.000198416,0.014086
0,-99.86,0.000228533,0.0151173
0,-99.84,0.000244219,0.0156275
0,-99.82,0.000243336,0.0155992
0,-99.8,0.000226007,0.0150335
0,-99.78,0.000194603,0.01395
0,-99.76,0.000153416,0.0123861
0,-99.74,0.000108073,0.0103958
0,-99.72,6.47656e-05,0.00804771
0,-99.7,2.94051e-05,0.00542265
0,-99.68,6.81747e-06,0.00261103
0,-99.66,8.43341e-08,-0.000290403
0,-99.64,1.01242e-05,-0.00318185
0,-99.62,3.55683e-05,-0.00596391
0,-99.6,7.29485e-05,-0.00854099
0,-99.58,0.000117171,-0.0108246
0,-99.56,0.000162213,-0.0127363
0,-99.54,0.000201938,-0.0142105
0,-99.52,0.000230941,-0.0151968
0,-99.5,0.000245276,-0.0156613
0,-99.48,0.000242993,-0.0155882
0,-99.46,0.000224409,-0.0149803
0,-99.44,0.000192055,-0.0138584
0,-99.42,0.000150336,-0.0122611
0,-99.4,0.000104928,-0.0102434
0,-99.38,6.20082e-05,-0.00787453
0,-99.36,2.74128e-05,-0.00523572
0,-99.34,5.84424e-06,-0.00241749
0,-99.32,2.33843e-07,0.000483573
0,-99.3,1.13439e-05,0.00336807
0,-99.28,3.76657e-05,0.00613724
0,-99.26,7.56256e-05,0.0086963
0,-99.24,0.000120071,0.0109577
0,-99.22,0.000164971,0.0128441
0,-99.2,0.000204236,0.0142911
0,-99.18,0.000232541,0.0152493
0,-99.16,0.00024605,0.015686
0,-99.14,0.000242936,0.0155864
0,-99.12,0.000223624,0.0149541
0,-99.1,0.000190736,0.0138107
0,-99.08,0.000148731,0.0121955
0,-99.06,0.000103302,0.0101638
0,-99.04,6.06049e-05,0.00778491
0,-99.02,2.64225e-05,0.00514028
0,-99,5.38329e-06,0.00232019
0,-98.98,3.35332e-07,-0.000579078
0,-98.96,1.19619e-05,-0.0034586
0,-98.94,3.86902e-05,-0.00622015
0,-98.92,7.69057e-05,-0.00876959
0,-98.9,0.000121441,-0.01102
0,-98.88,0.000166278,-0.0128949
0,-98.86,0.000205358,-0.0143303
0,-98.84,0.000233402,-0.0152775
0,-98.82,0.000246626,-0.0157043
0,-98.8,0.000243247,-0.0155964
0,-98.78,0.000223725,-0.0149574
0,-98.76,0.000190699,-0.0138094
0,-98.74,0.00014863,-0.0121914
0,-98.72,0.000103198,-0.0101586
0,-98.7,6.05335e-05,-0.00778033
0,-98.68,2.63934e-05,-0.00513745
0,-98.66,5.382e-06,-0.00231991
0,-98.64,3.32334e-07,0.000576484
0,-98.62,1.19253e-05,0.0034533
0,-98.6,3.85987e-05,0.00621279
0,-98.58,7.67597e-05,0.00876126
0,-98.56,0.000121269,0.0110122
0,-98.54,0.000166135,0.0128893
0,-98.52,0.000205318,0.0143289
0,-98.5,0.000233549,0.0152823
0,-98.48,0.000247031,0.0157172
0,-98.46,0.000243954,0.015619
0,-98.44,0.000224736,0.0149912
0,-98.42,0.000191964,0.0138551
0,-98.4,0.000150048,0.0122494
0,-98.38,0.000104625,0.0102286
0,-98.36,6.18006e-05,0.00786133
0,-98.34,2.73294e-05,0.00522775
0,-98.32,5.84259e-06,0.00241714
0,-98.3,2.2591e-07,-0.0004753
0,-98.28,1.12336e-05,-0.00335166
0,-98.26,3.73885e-05,-0.00611461
0,-98.24,7.51811e-05,-0.0086707
0,-98.22,0.000119542,-0.0109335
0,-98.2,0.000164523,-0.0128266
0,-98.18,0.000204094,-0.0142861
0,-98.16,0.000232952,-0.0152628
0,-98.14,0.000247234,-0.0157237
0,-98.12,0.000245028,-0.0156534
0,-98.1,0.000226634,-0.0150544
0,-98.08,0.00019452,-0.013947
0,-98.06,0.000152989,-0.0123689
0,-98.04,0.000107604,-0.0103732
0,-98.02,6.44418e-05,-0.00802756
0,-98,2.92798e-05,-0.00541108
0,-97.98,6.82303e-06,-0.00261209
0,-97.96,7.56124e-08,0.000274977
0,-97.94,9.94003e-06,0.00315278
0,-97.92,3.50977e-05,0.00592433
0,-97.9,7.21864e-05,0.00849626
0,-97.88,0.000116251,0.010782
0,-97.86,0.000161406,0.0127046
0,-97.84,0.000201622,0.0141994
0,-97.82,0.000231532,0.0152162
0,-97.8,0.000247146,0.0157209
0,-97.78,0.000246383,0.0156966
0,-97.76,0.000229349,0.0151443
0,-97.74,0.000198321,0.0140826
0,-97.72,0.00015744,0.0125475
0,-97.7,0.00011216,0.0105905
0,-97.68,6.85199e-05,0.00827767
0,-97.66,3.23381e-05,0.00568666
0,-97.64,8.43683e-06,0.00290462
0,-97.62,6.26498e-10,2.50299e-05
0,-97.6,8.15335e-06,-0.00285541
0,-97.58,3.18096e-05,-0.00564
0,-97.56,6.78203e-05,-0.00823531
0,-97.54,0.000111394,-0.0105543
0,-97.52,0.000156733,-0.0125193
0,-97.5,0.000197808,-0.0140644
0,-97.48,0.000229158,-0.015138
0,-97.46,0.000246619,-0.0157041
0,-97.44,0.000247872,-0.015744
0,-97.42,0.000232755,-0.0152563
0,-97.4,0.00020328,-0.0142576
0,-97.38,0.000163367,-0.0127815
0,-97.36,0.000118318,-0.0108774
0,-97.34,7.41189e-05,-0.00860923
0,-97.32,3.66381e-05,-0.00605294
0,-97.3,1.08513e-05,-0.00329414
0,-97.28,1.80748e-07,-0.000425144
0,-97.26,6.04211e-06,0.00245807
0,-97.24,2.76582e-05,0.00525911
0,-97.22,6.21632e-05,0.00788437
0,-97.2,0.000104984,0.0102462
0,-97.18,0.000150446,0.0122656
0,-97.16,0.000192527,0.0138754
0,-97.14,0.000225657,0.0150219
0,-97.12,0.000245449,0.0156668
0,-97.1,0.000249288,0.0157889
