Observables 
<E1>: -2447.42
<E2>: 6.0281e+06
<E4>: 3.71623e+13
<M1>: -479.554
<M2>: 231993
<M4>: 5.5526e+10
SDE: 195.479
SDM: 44.9606
SDOME: 2.76476
SDOMM: 0.635902
X: 41.0608
Cv: 6.76318
gTL: 0.984161
