1,-364,-96
2,-364,-96
3,-364,-96
4,-364,-92
5,-364,-98
6,-364,-98
7,-364,-98
8,-364,-94
9,-364,-92
10,-364,-94
11,-364,-96
12,-360,-92
13,-364,-90
14,-364,-92
15,-364,-94
16,-364,-94
17,-364,-92
18,-364,-94
19,-364,-94
20,-364,-94
21,-364,-100
22,-360,-96
23,-364,-98
24,-364,-100
25,-364,-96
26,-360,-98
27,-360,-102
28,-364,-96
29,-364,-96
30,-356,-92
31,-360,-92
32,-356,-94
33,-356,-92
34,-360,-94
35,-360,-96
36,-360,-96
37,-360,-98
38,-360,-100
39,-360,-96
40,-356,-100
41,-360,-96
42,-356,-102
43,-360,-96
44,-364,-102
45,-364,-100
46,-360,-102
47,-364,-102
48,-364,-96
49,-364,-98
50,-364,-96
51,-360,-100
52,-364,-96
53,-364,-96
54,-364,-96
55,-360,-92
56,-352,-92
57,-364,-96
58,-364,-98
59,-364,-96
60,-360,-94
61,-360,-94
62,-356,-98
63,-356,-96
64,-352,-104
65,-360,-94
66,-360,-98
67,-360,-92
68,-360,-94
69,-360,-94
70,-360,-94
71,-360,-98
72,-360,-98
73,-356,-100
74,-356,-104
75,-356,-104
76,-356,-94
77,-360,-98
78,-364,-100
79,-364,-100
80,-360,-104
81,-360,-104
82,-360,-106
83,-360,-108
84,-364,-100
85,-364,-102
86,-364,-106
87,-364,-106
88,-360,-102
89,-364,-104
90,-364,-106
91,-360,-104
92,-360,-100
93,-364,-102
94,-364,-104
95,-364,-102
96,-360,-96
97,-356,-104
98,-364,-98
99,-364,-96
100,-364,-96
101,-360,-94
102,-360,-92
103,-364,-100
104,-360,-96
105,-364,-102
106,-364,-102
107,-364,-102
108,-360,-102
109,-360,-96
110,-360,-96
111,-364,-102
112,-364,-102
113,-360,-106
114,-364,-110
115,-364,-106
116,-360,-108
117,-364,-114
118,-364,-110
119,-364,-104
120,-364,-102
121,-364,-104
122,-360,-106
123,-356,-100
124,-356,-108
125,-356,-96
126,-364,-100
127,-360,-108
128,-364,-106
129,-364,-104
130,-364,-96
131,-364,-98
132,-364,-98
133,-364,-102
134,-368,-104
135,-368,-100
136,-368,-104
137,-368,-102
138,-368,-98
139,-368,-104
140,-368,-100
141,-368,-102
142,-368,-104
143,-368,-104
144,-368,-98
145,-368,-100
146,-368,-104
147,-368,-104
148,-368,-106
149,-368,-102
150,-368,-102
151,-368,-104
152,-368,-104
153,-368,-104
154,-364,-90
155,-368,-96
156,-368,-102
157,-368,-100
158,-364,-94
159,-368,-96
160,-368,-100
161,-368,-98
162,-364,-96
163,-368,-100
164,-364,-102
165,-364,-96
166,-368,-100
167,-368,-98
168,-368,-102
169,-368,-98
170,-364,-100
171,-368,-98
172,-364,-92
173,-368,-98
174,-368,-94
175,-368,-96
176,-368,-98
177,-364,-102
178,-368,-102
179,-368,-98
180,-368,-100
181,-368,-98
182,-368,-100
183,-368,-102
184,-368,-100
185,-368,-100
186,-368,-104
187,-364,-102
188,-368,-100
189,-368,-100
190,-368,-98
191,-368,-102
192,-364,-96
193,-364,-96
194,-364,-96
195,-368,-102
196,-368,-100
197,-368,-98
198,-368,-100
199,-364,-96
200,-368,-98
201,-368,-100
202,-364,-94
203,-368,-100
204,-368,-94
205,-368,-92
206,-368,-96
207,-368,-98
208,-368,-96
209,-364,-98
210,-364,-104
211,-368,-102
212,-368,-98
213,-364,-94
214,-360,-90
215,-360,-84
216,-364,-86
217,-364,-88
218,-364,-90
219,-356,-86
220,-364,-86
221,-368,-88
222,-364,-90
223,-368,-94
224,-368,-96
225,-368,-94
226,-368,-94
227,-368,-100
228,-368,-98
229,-368,-100
230,-368,-100
231,-368,-96
232,-368,-92
233,-368,-96
234,-368,-92
235,-368,-96
236,-368,-102
237,-368,-96
238,-368,-96
239,-368,-100
240,-368,-98
241,-364,-98
242,-368,-102
243,-368,-100
244,-368,-100
245,-368,-98
246,-368,-98
247,-364,-94
248,-364,-94
249,-368,-100
250,-368,-102
251,-368,-96
252,-368,-100
253,-368,-100
254,-368,-100
255,-364,-98
256,-368,-102
257,-368,-104
258,-368,-100
259,-368,-98
260,-364,-98
261,-368,-98
262,-368,-94
263,-368,-96
264,-368,-96
265,-368,-98
266,-368,-102
267,-368,-102
268,-368,-104
269,-368,-104
270,-364,-102
271,-364,-96
272,-368,-96
273,-368,-98
274,-364,-100
275,-368,-100
276,-364,-94
277,-364,-96
278,-364,-100
279,-368,-92
280,-364,-92
281,-368,-98
282,-368,-98
283,-368,-98
284,-368,-100
285,-368,-92
286,-368,-98
287,-368,-102
288,-368,-110
289,-368,-102
290,-368,-102
291,-360,-102
292,-368,-104
293,-368,-98
294,-368,-102
295,-368,-100
296,-368,-102
297,-364,-104
298,-368,-100
299,-368,-98
300,-368,-98
301,-364,-96
302,-364,-98
303,-368,-100
304,-368,-98
305,-368,-98
306,-368,-100
307,-368,-100
308,-368,-98
309,-368,-94
310,-368,-98
311,-368,-94
312,-368,-94
313,-368,-96
314,-368,-94
315,-368,-102
316,-364,-100
317,-368,-98
318,-368,-100
319,-368,-98
320,-368,-98
321,-368,-98
322,-368,-100
323,-368,-100
324,-368,-100
325,-368,-98
326,-368,-94
327,-368,-98
328,-364,-100
329,-368,-104
330,-368,-98
331,-364,-96
332,-364,-104
333,-368,-108
334,-368,-108
335,-368,-102
336,-368,-110
337,-368,-100
338,-368,-100
339,-368,-102
340,-368,-96
341,-368,-106
342,-368,-102
343,-364,-102
344,-368,-104
345,-360,-114
346,-368,-104
347,-368,-108
348,-368,-106
349,-368,-106
350,-368,-108
351,-368,-108
352,-368,-108
353,-364,-108
354,-368,-104
355,-364,-102
356,-368,-110
357,-368,-102
358,-368,-100
359,-368,-98
360,-368,-98
361,-368,-100
362,-368,-102
363,-364,-102
364,-368,-104
365,-368,-96
366,-368,-98
367,-364,-100
368,-368,-104
369,-368,-106
370,-368,-104
371,-368,-108
372,-368,-106
373,-364,-110
374,-364,-104
375,-360,-108
376,-360,-100
377,-364,-108
378,-364,-108
379,-364,-108
380,-364,-108
381,-364,-110
382,-364,-106
383,-364,-110
384,-364,-106
385,-368,-104
386,-368,-106
387,-368,-104
388,-368,-104
389,-368,-106
390,-368,-106
391,-368,-106
392,-368,-108
393,-368,-108
394,-368,-104
395,-368,-102
396,-368,-108
397,-368,-108
398,-368,-108
399,-368,-104
400,-368,-116
401,-368,-106
402,-368,-108
403,-368,-118
404,-368,-110
405,-368,-110
406,-368,-112
407,-368,-106
408,-368,-104
409,-368,-110
410,-368,-110
411,-364,-106
412,-364,-106
413,-360,-108
414,-360,-92
415,-364,-102
416,-360,-100
417,-364,-104
418,-364,-104
419,-364,-102
420,-364,-98
421,-364,-96
422,-368,-98
423,-364,-96
424,-368,-98
425,-368,-100
426,-368,-100
427,-364,-96
428,-368,-96
429,-368,-102
430,-368,-94
431,-368,-94
432,-368,-98
433,-368,-98
434,-368,-96
435,-368,-96
436,-368,-106
437,-368,-104
438,-368,-104
439,-368,-102
440,-368,-104
441,-368,-104
442,-364,-98
443,-368,-96
444,-368,-96
445,-368,-98
446,-368,-100
447,-368,-100
448,-368,-94
449,-368,-96
450,-368,-106
451,-368,-102
452,-368,-106
453,-368,-108
454,-368,-104
455,-368,-100
456,-368,-102
457,-368,-104
458,-364,-100
459,-368,-102
460,-368,-100
461,-368,-100
462,-368,-104
463,-368,-102
464,-368,-98
465,-368,-98
466,-368,-94
467,-368,-104
468,-368,-100
469,-364,-94
470,-368,-96
471,-368,-100
472,-372,-90
473,-372,-96
474,-372,-98
475,-372,-96
476,-372,-92
477,-372,-104
478,-372,-104
479,-372,-106
480,-372,-106
481,-372,-102
482,-372,-100
483,-372,-106
484,-372,-104
485,-372,-102
486,-372,-104
487,-372,-106
488,-372,-106
489,-372,-100
490,-372,-100
491,-372,-100
492,-372,-102
493,-372,-106
494,-372,-104
495,-372,-100
496,-372,-102
497,-372,-104
498,-372,-102
499,-372,-98
500,-372,-94
501,-372,-96
502,-372,-100
503,-372,-88
504,-372,-92
505,-372,-98
506,-372,-92
507,-372,-92
508,-372,-86
509,-372,-88
510,-372,-86
511,-372,-86
512,-368,-90
513,-368,-90
514,-368,-96
515,-368,-92
516,-368,-90
517,-368,-92
518,-368,-94
519,-368,-96
520,-368,-90
521,-368,-92
522,-368,-90
523,-368,-90
524,-368,-84
525,-368,-92
526,-368,-94
527,-368,-86
528,-368,-90
529,-368,-90
530,-368,-94
531,-368,-94
532,-368,-84
533,-368,-80
534,-368,-88
535,-368,-92
536,-368,-92
537,-368,-88
538,-368,-96
539,-368,-88
540,-368,-86
541,-368,-86
542,-368,-78
543,-368,-84
544,-368,-86
545,-360,-80
546,-368,-86
547,-368,-88
548,-368,-86
549,-368,-84
550,-368,-84
551,-368,-86
552,-372,-90
553,-372,-94
554,-372,-92
555,-372,-88
556,-372,-94
557,-372,-96
558,-372,-88
559,-368,-90
560,-372,-92
561,-372,-86
562,-368,-86
563,-372,-98
564,-368,-98
565,-372,-104
566,-372,-104
567,-368,-102
568,-372,-96
569,-372,-104
570,-372,-100
571,-372,-104
572,-372,-104
573,-372,-102
574,-372,-106
575,-372,-106
576,-372,-102
577,-372,-98
578,-372,-100
579,-372,-102
580,-368,-100
581,-368,-94
582,-364,-90
583,-368,-90
584,-368,-90
585,-368,-86
586,-372,-88
587,-372,-94
588,-372,-100
589,-372,-92
590,-372,-86
591,-368,-84
592,-372,-86
593,-372,-92
594,-372,-96
595,-372,-92
596,-372,-88
597,-372,-94
598,-368,-96
599,-372,-88
600,-372,-84
601,-372,-78
602,-368,-88
603,-368,-84
604,-372,-90
605,-372,-92
606,-372,-90
607,-372,-82
608,-372,-82
609,-372,-82
610,-372,-84
611,-372,-84
612,-372,-84
613,-372,-88
614,-372,-86
615,-372,-92
616,-372,-90
617,-372,-90
618,-372,-92
619,-372,-92
620,-372,-96
621,-372,-94
622,-372,-94
623,-372,-82
624,-372,-92
625,-372,-78
626,-372,-84
627,-372,-82
628,-372,-86
629,-372,-82
630,-368,-82
631,-368,-80
632,-372,-86
633,-372,-86
634,-372,-82
635,-372,-86
636,-368,-88
637,-372,-92
638,-372,-86
639,-372,-90
640,-372,-94
641,-372,-86
642,-368,-80
643,-372,-84
644,-372,-84
645,-372,-80
646,-372,-86
647,-372,-82
648,-372,-86
649,-372,-84
650,-372,-82
651,-372,-82
652,-372,-84
653,-368,-84
654,-372,-86
655,-372,-86
656,-372,-80
657,-372,-82
658,-372,-80
659,-356,-80
660,-364,-78
661,-368,-76
662,-368,-74
663,-368,-72
664,-368,-72
665,-368,-72
666,-368,-68
667,-368,-78
668,-368,-78
669,-360,-72
670,-368,-72
671,-368,-72
672,-364,-72
673,-368,-74
674,-364,-68
675,-364,-72
676,-368,-64
677,-368,-68
678,-368,-68
679,-364,-62
680,-368,-64
681,-368,-60
682,-368,-60
683,-368,-58
684,-368,-54
685,-364,-60
686,-368,-54
687,-368,-52
688,-368,-54
689,-368,-54
690,-368,-52
691,-368,-56
692,-364,-56
693,-368,-58
694,-368,-56
695,-364,-60
696,-364,-58
697,-364,-60
698,-364,-60
699,-364,-58
700,-360,-60
701,-364,-58
702,-364,-62
703,-364,-54
704,-364,-54
705,-364,-52
706,-364,-60
707,-364,-60
708,-368,-54
709,-368,-56
710,-368,-54
711,-368,-56
712,-368,-52
713,-368,-54
714,-368,-58
715,-368,-54
716,-368,-60
717,-368,-52
718,-368,-56
719,-368,-54
720,-380,-50
721,-380,-52
722,-380,-50
723,-380,-48
724,-380,-48
725,-380,-50
726,-380,-50
727,-380,-46
728,-380,-46
729,-380,-48
730,-380,-42
731,-380,-48
732,-380,-54
733,-380,-48
734,-368,-54
735,-380,-50
736,-380,-50
737,-380,-54
738,-380,-54
739,-380,-54
740,-380,-54
741,-380,-54
742,-380,-50
743,-380,-52
744,-380,-50
745,-380,-54
746,-380,-52
747,-380,-50
748,-380,-54
749,-376,-48
750,-380,-50
751,-380,-48
752,-380,-52
753,-380,-50
754,-380,-54
755,-380,-54
756,-380,-56
757,-380,-54
758,-380,-54
759,-376,-50
760,-376,-52
761,-380,-52
762,-380,-50
763,-380,-48
764,-380,-50
765,-380,-50
766,-380,-50
767,-380,-52
768,-376,-58
769,-376,-56
770,-380,-40
771,-376,-40
772,-380,-38
773,-380,-44
774,-380,-40
775,-380,-40
776,-380,-40
777,-380,-46
778,-376,-50
779,-376,-46
780,-376,-44
781,-376,-40
782,-376,-38
783,-376,-42
784,-376,-48
785,-376,-46
786,-368,-46
787,-376,-44
788,-376,-42
789,-376,-46
790,-376,-48
791,-376,-48
792,-380,-48
793,-380,-50
794,-380,-52
795,-380,-46
796,-380,-48
797,-380,-52
798,-380,-42
799,-380,-50
800,-380,-48
801,-380,-44
802,-380,-38
803,-380,-42
804,-380,-48
805,-380,-48
806,-380,-46
807,-380,-42
808,-380,-42
809,-380,-48
810,-380,-54
811,-380,-52
812,-376,-56
813,-376,-56
814,-376,-54
815,-380,-56
816,-380,-60
817,-380,-52
818,-376,-52
819,-376,-54
820,-376,-52
821,-376,-58
822,-380,-54
823,-368,-56
824,-376,-52
825,-384,-56
826,-384,-56
827,-384,-54
828,-384,-56
829,-384,-54
830,-384,-44
831,-384,-48
832,-384,-48
833,-384,-52
834,-384,-54
835,-384,-52
836,-384,-58
837,-384,-56
838,-384,-52
839,-384,-50
840,-384,-54
841,-384,-56
842,-380,-60
843,-384,-56
844,-384,-50
845,-380,-52
846,-384,-50
847,-384,-50
848,-384,-56
849,-384,-58
850,-380,-54
851,-384,-54
852,-384,-54
853,-384,-48
854,-384,-50
855,-384,-50
856,-376,-50
857,-384,-50
858,-384,-58
859,-384,-54
860,-384,-48
861,-384,-48
862,-384,-50
863,-384,-58
864,-384,-52
865,-384,-56
866,-384,-54
867,-380,-52
868,-380,-46
869,-384,-50
870,-384,-56
871,-384,-54
872,-384,-54
873,-384,-58
874,-384,-54
875,-384,-52
876,-380,-52
877,-384,-50
878,-384,-52
879,-384,-50
880,-384,-48
881,-384,-46
882,-384,-44
883,-384,-48
884,-384,-48
885,-384,-50
886,-384,-48
887,-384,-52
888,-384,-46
889,-384,-46
890,-384,-48
891,-384,-48
892,-384,-46
893,-384,-46
894,-384,-52
895,-384,-52
896,-384,-48
897,-380,-48
898,-384,-48
899,-384,-48
900,-380,-42
901,-384,-44
902,-384,-44
903,-384,-46
904,-384,-44
905,-380,-42
906,-384,-46
907,-380,-40
908,-384,-50
909,-376,-44
910,-376,-40
911,-376,-36
912,-376,-46
913,-376,-42
